Q8WTS1,Gene_Name,ABHD5
Q9BV23,Gene_Name,ABHD6
Q96I13,Gene_Name,ABHD8
Q9NUJ1,Gene_Name,ABHD10
Q8NFV4,Gene_Name,ABHD11
Q7L211,Gene_Name,ABHD13
Q9BUJ0,Gene_Name,ABHD14A
Q96IU4,Gene_Name,ABHD14B
O95870,Gene_Name,ABHD16A
Q9H3Z7,Gene_Name,ABHD16B
Q8IZP0,Gene_Name,ABI1
Q9NYB9,Gene_Name,ABI2
Q9P2A4,Gene_Name,ABI3
Q9NX38,Gene_Name,ABITRAM
P00519,Gene_Name,ABL1
P42684,Gene_Name,ABL2
O14639,Gene_Name,ABLIM1
Q6H8Q1,Gene_Name,ABLIM2
O94929,Gene_Name,ABLIM3
Q9P1F3,Gene_Name,ABRACL
Q8N0Z2,Gene_Name,ABRA
Q6UWZ7,Gene_Name,ABRAXAS1
Q15018,Gene_Name,ABRAXAS2
Q12979,Gene_Name,ABR
Q9ULW3,Gene_Name,ABT1
Q969K4,Gene_Name,ABTB1
Q8N961,Gene_Name,ABTB2
A6QL63,Gene_Name,ABTB3
Q13085,Gene_Name,ACACA
O00763,Gene_Name,ACACB
Q9UKU7,Gene_Name,ACAD8
Q9H845,Gene_Name,ACAD9
P28330,Gene_Name,ACADL
P11310,Gene_Name,ACADM
P16219,Gene_Name,ACADS
P49748,Gene_Name,ACADVL
Q15027,Gene_Name,ACAP1
Q15057,Gene_Name,ACAP2
Q96P50,Gene_Name,ACAP3
O00400,Gene_Name,SLC33A1
Q8NC06,Gene_Name,ACBD4
Q5T8D3,Gene_Name,ACBD5
Q9BR61,Gene_Name,ACBD6
Q8N6N7,Gene_Name,ACBD7
Q96GR2,Gene_Name,ACSBG1
Q5FVE4,Gene_Name,ACSBG2
P07108,Gene_Name,DBI
Q6JQN1,Gene_Name,ACAD10
Q709F0,Gene_Name,ACAD11
P45954,Gene_Name,ACADSB
Q96AP0,Gene_Name,ACD
Q9BYF1,Gene_Name,ACE2
Q8TDN7,Gene_Name,ACER1
Q5QJU3,Gene_Name,ACER2
Q9NUN7,Gene_Name,ACER3
P22303,Gene_Name,ACHE
P12821,Gene_Name,ACE
Q9GZZ6,Gene_Name,CHRNA10
Q15822,Gene_Name,CHRNA2
P32297,Gene_Name,CHRNA3
P43681,Gene_Name,CHRNA4
P30532,Gene_Name,CHRNA5
Q15825,Gene_Name,CHRNA6
P36544,Gene_Name,CHRNA7
Q9UGM1,Gene_Name,CHRNA9
P02708,Gene_Name,CHRNA1
P17787,Gene_Name,CHRNB2
Q05901,Gene_Name,CHRNB3
P30926,Gene_Name,CHRNB4
P11230,Gene_Name,CHRNB1
Q07001,Gene_Name,CHRND
Q04844,Gene_Name,CHRNE
P07510,Gene_Name,CHRNG
Q9UKV3,Gene_Name,ACIN1
Q07912,Gene_Name,TNK2
Q6P4H8,Gene_Name,ATPSCKMT
Q16570,Gene_Name,ACKR1
O00590,Gene_Name,ACKR2
P25106,Gene_Name,ACKR3
Q9NPB9,Gene_Name,ACKR4
Q5JWF8,Gene_Name,ACTL10
O96019,Gene_Name,ACTL6A
O94805,Gene_Name,ACTL6B
Q9Y615,Gene_Name,ACTL7A
Q9Y614,Gene_Name,ACTL7B
P53396,Gene_Name,ACLY
P11229,Gene_Name,CHRM1
P08172,Gene_Name,CHRM2
P20309,Gene_Name,CHRM3
P08173,Gene_Name,CHRM4
P08912,Gene_Name,CHRM5
Q8TDX5,Gene_Name,ACMSD
Q8WXI4,Gene_Name,ACOT11
Q8WYK0,Gene_Name,ACOT12
Q9NPJ3,Gene_Name,ACOT13
P21399,Gene_Name,ACO1
Q99798,Gene_Name,ACO2
Q86TX2,Gene_Name,ACOT1
P49753,Gene_Name,ACOT2
Q8N9L9,Gene_Name,ACOT4
Q3I5F7,Gene_Name,ACOT6
O14734,Gene_Name,ACOT8
Q9Y305,Gene_Name,ACOT9
Q15067,Gene_Name,ACOX1
Q99424,Gene_Name,ACOX2
O15254,Gene_Name,ACOX3
Q9NUZ1,Gene_Name,ACOXL
Q6ZNF0,Gene_Name,ACP7
P13798,Gene_Name,APEH
O14561,Gene_Name,NDUFAB1
Q8NEB7,Gene_Name,ACRBP
P10323,Gene_Name,ACR
Q08AH3,Gene_Name,ACSM2A
Q68CK6,Gene_Name,ACSM2B
Q9NUB1,Gene_Name,ACSS1
Q9NR19,Gene_Name,ACSS2
Q96CM8,Gene_Name,ACSF2
Q4G176,Gene_Name,ACSF3
Q4L235,Gene_Name,AASDH
P33121,Gene_Name,ACSL1
O95573,Gene_Name,ACSL3
O60488,Gene_Name,ACSL4
Q9ULC5,Gene_Name,ACSL5
Q9UKU0,Gene_Name,ACSL6
Q08AH1,Gene_Name,ACSM1
Q53FZ2,Gene_Name,ACSM3
P0C7M7,Gene_Name,ACSM4
Q6NUN0,Gene_Name,ACSM5
Q6P461,Gene_Name,ACSM6
Q9H6R3,Gene_Name,ACSS3
P62736,Gene_Name,ACTA2
Q562R1,Gene_Name,ACTBL2
Q9BYX7,Gene_Name,POTEKP
P60709,Gene_Name,ACTB
P68032,Gene_Name,ACTC1
P63261,Gene_Name,ACTG1
Q01718,Gene_Name,MC2R
P63267,Gene_Name,ACTG2
Q9H568,Gene_Name,ACTL8
Q8TC94,Gene_Name,ACTL9
Q5BKX5,Gene_Name,ACTMAP
P12814,Gene_Name,ACTN1
P35609,Gene_Name,ACTN2
Q08043,Gene_Name,ACTN3
O43707,Gene_Name,ACTN4
P68133,Gene_Name,ACTA1
Q8TDG2,Gene_Name,ACTRT1
Q8TDY3,Gene_Name,ACTRT2
Q9BYD9,Gene_Name,ACTRT3
P42025,Gene_Name,ACTR1B
P61163,Gene_Name,ACTR1A
P36896,Gene_Name,ACVR1B
Q8NER5,Gene_Name,ACVR1C
P37023,Gene_Name,ACVRL1
Q04771,Gene_Name,ACVR1
Q03154,Gene_Name,ACY1
P45381,Gene_Name,ASPA
Q96HD9,Gene_Name,ACY3
P07311,Gene_Name,ACYP1
P14621,Gene_Name,ACYP2
O14672,Gene_Name,ADAM10
O75078,Gene_Name,ADAM11
O43184,Gene_Name,ADAM12
Q13444,Gene_Name,ADAM15
P78536,Gene_Name,ADAM17
Q9Y3Q7,Gene_Name,ADAM18
Q9H013,Gene_Name,ADAM19
P35348,Gene_Name,ADRA1A
P35368,Gene_Name,ADRA1B
P25100,Gene_Name,ADRA1D
O43506,Gene_Name,ADAM20
Q9UKJ8,Gene_Name,ADAM21
Q9P0K1,Gene_Name,ADAM22
O75077,Gene_Name,ADAM23
Q9UKQ2,Gene_Name,ADAM28
Q9UKF5,Gene_Name,ADAM29
P08913,Gene_Name,ADRA2A
P18089,Gene_Name,ADRA2B
P18825,Gene_Name,ADRA2C
Q9NZK5,Gene_Name,ADA2
Q9UKF2,Gene_Name,ADAM30
Q8TC27,Gene_Name,ADAM32
Q9BZ11,Gene_Name,ADAM33
Q96M93,Gene_Name,ADAD1
Q8NCV1,Gene_Name,ADAD2
Q6DHV7,Gene_Name,MAPDA
Q99965,Gene_Name,ADAM2
Q6NVV9,Gene_Name,ADAM5
Q9H2U9,Gene_Name,ADAM7
P78325,Gene_Name,ADAM8
Q13443,Gene_Name,ADAM9
O75689,Gene_Name,ADAP1
Q9NPF8,Gene_Name,ADAP2
A8MUL3,Gene_Name,ADARB2-AS1
O00116,Gene_Name,AGPS
Q9BUB4,Gene_Name,ADAT1
Q7Z6V5,Gene_Name,ADAT2
Q96EY9,Gene_Name,ADAT3
P00813,Gene_Name,ADA
Q86TW2,Gene_Name,ADCK1
Q7Z695,Gene_Name,ADCK2
Q3MIX3,Gene_Name,ADCK5
Q6P093,Gene_Name,AADACL2
Q5VUY0,Gene_Name,AADACL3
Q5VUY2,Gene_Name,AADACL4
Q08828,Gene_Name,ADCY1
Q08462,Gene_Name,ADCY2
O60266,Gene_Name,ADCY3
Q8NFM4,Gene_Name,ADCY4
O95622,Gene_Name,ADCY5
O43306,Gene_Name,ADCY6
P51828,Gene_Name,ADCY7
P40145,Gene_Name,ADCY8
O60503,Gene_Name,ADCY9
Q96PN6,Gene_Name,ADCY10
P35611,Gene_Name,ADD1
P35612,Gene_Name,ADD2
Q9UEY8,Gene_Name,ADD3
O15204,Gene_Name,ADAMDEC1
Q8N7X0,Gene_Name,ADGB
P07327,Gene_Name,ADH1A
P00325,Gene_Name,ADH1B
P00326,Gene_Name,ADH1C
P08319,Gene_Name,ADH4
P28332,Gene_Name,ADH6
P40394,Gene_Name,ADH7
P11766,Gene_Name,ADH5
Q0VDE8,Gene_Name,ADIG
Q5T7M4,Gene_Name,C1QTNF12
Q15848,Gene_Name,ADIPOQ
Q9Y2D8,Gene_Name,SSX2IP
Q15847,Gene_Name,ADIRF
P55263,Gene_Name,ADK
Q7Z4H4,Gene_Name,ADM2
C9JUS6,Gene_Name,ADM5
P35318,Gene_Name,ADM
Q6IQ32,Gene_Name,ADNP2
Q9H2P0,Gene_Name,ADNP
Q9BRR6,Gene_Name,ADPGK
Q9NRN7,Gene_Name,AASDHPPT
P54922,Gene_Name,ADPRH
Q3LIE5,Gene_Name,ADPRM
Q9NX46,Gene_Name,ADPRS
P08588,Gene_Name,ADRB1
P07550,Gene_Name,ADRB2
P13945,Gene_Name,ADRB3
Q16186,Gene_Name,ADRM1
P22570,Gene_Name,FDXR
Q9GZN8,Gene_Name,ADISSP
P12235,Gene_Name,SLC25A4
P05141,Gene_Name,SLC25A5
P12236,Gene_Name,SLC25A6
Q9H0C2,Gene_Name,SLC25A31
Q96IZ2,Gene_Name,ADTRP
P10109,Gene_Name,FDX1
Q8IUX7,Gene_Name,AEBP1
Q6ZN18,Gene_Name,AEBP2
Q96SZ5,Gene_Name,ADO
Q6UXC1,Gene_Name,MAMDC4
Q8WTP8,Gene_Name,AEN
P55197,Gene_Name,MLLT10
P55198,Gene_Name,MLLT6
Q8TED9,Gene_Name,AFAP1L1
Q8N4X5,Gene_Name,AFAP1L2
Q13015,Gene_Name,MLLT11
P42568,Gene_Name,MLLT3
P55196,Gene_Name,AFDN
P43652,Gene_Name,AFM
Q8N556,Gene_Name,AFAP1
P51825,Gene_Name,AFF1
P51816,Gene_Name,AFF2
P51826,Gene_Name,AFF3
Q9UHB7,Gene_Name,AFF4
Q8WV93,Gene_Name,AFG1L
Q8NB90,Gene_Name,AFG2A
Q9BVQ7,Gene_Name,AFG2B
Q9Y4W6,Gene_Name,AFG3L2
Q6ULP2,Gene_Name,AFTPH
Q5BKT4,Gene_Name,ALG10
Q5I7T1,Gene_Name,ALG10B
C9J202,Gene_Name,ALG1L2
Q8TF27,Gene_Name,AGAP11
P06280,Gene_Name,GLA
Q9UPQ3,Gene_Name,AGAP1
Q99490,Gene_Name,AGAP2
Q96P47,Gene_Name,AGAP3
Q96P64,Gene_Name,AGAP4
A6NIR3,Gene_Name,AGAP5
Q5VW22,Gene_Name,AGAP6
Q5VUJ5,Gene_Name,AGAP7P
Q5VTM2,Gene_Name,AGAP9
P52594,Gene_Name,AGFG1
O95081,Gene_Name,AGFG2
Q8N302,Gene_Name,AGGF1
Q9H0P7,Gene_Name,AGPAT4-IT1
Q53H12,Gene_Name,AGK
O95394,Gene_Name,PGM3
Q9UL18,Gene_Name,AGO1
Q9UKV8,Gene_Name,AGO2
Q9H9G7,Gene_Name,AGO3
Q9HCK5,Gene_Name,AGO4
O95994,Gene_Name,AGR2
Q8TD06,Gene_Name,AGR3
Q86SQ6,Gene_Name,ADGRA1
Q96PE1,Gene_Name,ADGRA2
Q8IWK6,Gene_Name,ADGRA3
O14514,Gene_Name,ADGRB1
O60241,Gene_Name,ADGRB2
O60242,Gene_Name,ADGRB3
Q6QNK2,Gene_Name,ADGRD1
Q7Z7M1,Gene_Name,ADGRD2
Q14246,Gene_Name,ADGRE1
Q9UHX3,Gene_Name,ADGRE2
Q9BY15,Gene_Name,ADGRE3
Q86SQ3,Gene_Name,ADGRE4P
P48960,Gene_Name,ADGRE5
Q5T601,Gene_Name,ADGRF1
Q8IZF7,Gene_Name,ADGRF2P
Q8IZF5,Gene_Name,ADGRF3
Q8IZF3,Gene_Name,ADGRF4
Q8IZF2,Gene_Name,ADGRF5
Q9Y653,Gene_Name,ADGRG1
Q8IZP9,Gene_Name,ADGRG2
Q86Y34,Gene_Name,ADGRG3
Q8IZF6,Gene_Name,ADGRG4
Q8IZF4,Gene_Name,ADGRG5
Q86SQ4,Gene_Name,ADGRG6
Q96K78,Gene_Name,ADGRG7
O00468,Gene_Name,AGRN
O94910,Gene_Name,ADGRL1
O95490,Gene_Name,ADGRL2
Q9HAR2,Gene_Name,ADGRL3
Q9HBW9,Gene_Name,ADGRL4
O00253,Gene_Name,AGRP
Q8WXG9,Gene_Name,ADGRV1
P21549,Gene_Name,AGXT
Q9BYV1,Gene_Name,AGXT2
P30556,Gene_Name,AGTR1
P50052,Gene_Name,AGTR2
Q5TGY3,Gene_Name,AHDC1
Q8N157,Gene_Name,AHI1
Q8IVF2,Gene_Name,AHNAK2
Q09666,Gene_Name,AHNAK
A9YTQ3,Gene_Name,AHRR
P35869,Gene_Name,AHR
O95433,Gene_Name,AHSA1
Q719I0,Gene_Name,AHSA2P
Q9NZD4,Gene_Name,AHSP
Q9GZX7,Gene_Name,AICDA
Q96BJ3,Gene_Name,AIDA
Q9BQI0,Gene_Name,AIF1L
P55008,Gene_Name,AIF1
O95831,Gene_Name,AIFM1
Q96NN9,Gene_Name,AIFM3
Q9NVV5,Gene_Name,AIG1
O14862,Gene_Name,AIM2
Q12904,Gene_Name,AIMP1
Q13155,Gene_Name,AIMP2
Q16352,Gene_Name,INA
Q9NZN9,Gene_Name,AIPL1
O00170,Gene_Name,AIP
O43918,Gene_Name,AIRE
Q9NX04,Gene_Name,AIRIM
Q9UKB5,Gene_Name,AJAP1
C9J069,Gene_Name,AJM1
Q96IF1,Gene_Name,AJUBA
Q02040,Gene_Name,AKAP17A
P14550,Gene_Name,AKR1A1
O60218,Gene_Name,AKR1B10
C9JRZ8,Gene_Name,AKR1B15
Q04828,Gene_Name,AKR1C1
P52895,Gene_Name,AKR1C2
P42330,Gene_Name,AKR1C3
P17516,Gene_Name,AKR1C4
P51857,Gene_Name,AKR1D1
Q53H64,Gene_Name,ANKRD40CL
O43572,Gene_Name,AKAP10
Q9UKA4,Gene_Name,AKAP11
Q02952,Gene_Name,AKAP12
Q86UN6,Gene_Name,AKAP14
O43687,Gene_Name,AKAP7
Q9P0M2,Gene_Name,AKAP7
P0CW23,Gene_Name,AKAIN1
Q92667,Gene_Name,AKAP1
O75969,Gene_Name,AKAP3
Q5JQC9,Gene_Name,AKAP4
P24588,Gene_Name,AKAP5
Q13023,Gene_Name,AKAP6
O43823,Gene_Name,AKAP8
Q99996,Gene_Name,AKAP9
Q5T2L2,Gene_Name,AKR1C8
Q96JD6,Gene_Name,AKR1E2
Q495B1,Gene_Name,ANKDD1A
A6NHY2,Gene_Name,ANKDD1B
Q9P2G1,Gene_Name,ANKIB1
Q9NQ31,Gene_Name,AKIP1
Q9NWT8,Gene_Name,AURKAIP1
Q9H9L7,Gene_Name,AKIRIN1
Q53H80,Gene_Name,AKIRIN2
Q7Z591,Gene_Name,AKNA
Q5T1N1,Gene_Name,AKNAD1
Q12802,Gene_Name,AKAP13
Q9ULX6,Gene_Name,AKAP8L
P31749,Gene_Name,AKT1
P31751,Gene_Name,AKT2
Q9Y243,Gene_Name,AKT3
Q9H8T0,Gene_Name,AKTIP
Q96B36,Gene_Name,AKT1S1
Q8N8R7,Gene_Name,ARL14EP
P00352,Gene_Name,ALDH1A1
O94788,Gene_Name,ALDH1A2
P47895,Gene_Name,ALDH1A3
P30837,Gene_Name,ALDH1B1
O75891,Gene_Name,ALDH1L1
Q3SY69,Gene_Name,ALDH1L2
Q60I27,Gene_Name,ALS2CL
P30838,Gene_Name,ALDH3A1
P51648,Gene_Name,ALDH3A2
P43353,Gene_Name,ALDH3B1
P48448,Gene_Name,ALDH3B2
P30038,Gene_Name,ALDH4A1
P20292,Gene_Name,ALOX5AP
P49419,Gene_Name,ALDH7A1
Q9H2A2,Gene_Name,ALDH8A1
P49189,Gene_Name,ALDH9A1
P24298,Gene_Name,GPT
Q8TD30,Gene_Name,GPT2
P02768,Gene_Name,ALB
P05091,Gene_Name,ALDH2
P04075,Gene_Name,ALDOA
P05062,Gene_Name,ALDOB
P09972,Gene_Name,ALDOC
P15121,Gene_Name,AKR1B1
P84996,Gene_Name,GNAS
Q2TAA5,Gene_Name,ALG11
Q9BV10,Gene_Name,ALG12
Q9NP73,Gene_Name,ALG13
Q96F25,Gene_Name,ALG14
Q9BT22,Gene_Name,ALG1
Q9H553,Gene_Name,ALG2
Q92685,Gene_Name,ALG3
Q9Y673,Gene_Name,ALG5
Q9Y672,Gene_Name,ALG6
Q9BVK2,Gene_Name,ALG8
Q9H6U8,Gene_Name,ALG9
Q13686,Gene_Name,ALKBH1
Q6NS38,Gene_Name,ALKBH2
Q96Q83,Gene_Name,ALKBH3
Q9NXW9,Gene_Name,ALKBH4
Q6P6C2,Gene_Name,ALKBH5
Q3KRA9,Gene_Name,ALKBH6
Q9BT30,Gene_Name,ALKBH7
Q96BT7,Gene_Name,ALKBH8
Q6UXT8,Gene_Name,ALKAL1
Q6UX46,Gene_Name,ALKAL2
Q6ZNB7,Gene_Name,AGMO
Q9UM73,Gene_Name,ALK
Q8N6M5,Gene_Name,ALLC
Q8TCU4,Gene_Name,ALMS1
Q96QP1,Gene_Name,ALPK1
Q86TB3,Gene_Name,ALPK2
Q96L96,Gene_Name,ALPK3
P55789,Gene_Name,GFER
Q96Q42,Gene_Name,ALS2
P35858,Gene_Name,IGFALS
Q15699,Gene_Name,ALX1
O95076,Gene_Name,ALX3
Q9H161,Gene_Name,ALX4
Q9UHK6,Gene_Name,AMACR
Q9NP70,Gene_Name,AMBN
P02760,Gene_Name,AMBP
P19021,Gene_Name,PAM
Q99217,Gene_Name,AMELX
Q99218,Gene_Name,AMELY
Q5JTC6,Gene_Name,AMER1
Q8N7J2,Gene_Name,AMER2
Q8N944,Gene_Name,AMER3
Q6DCA0,Gene_Name,AMMECR1L
Q9UKV5,Gene_Name,AMFR
Q86WK6,Gene_Name,AMIGO1
Q86SJ2,Gene_Name,AMIGO2
Q86WK7,Gene_Name,AMIGO3
Q16671,Gene_Name,AMHR2
Q9Y4X0,Gene_Name,AMMECR1
Q8IY45,Gene_Name,AMN1
Q9BXJ7,Gene_Name,AMN
Q8IY63,Gene_Name,AMOTL1
Q9Y2J4,Gene_Name,AMOTL2
Q4VCS5,Gene_Name,AMOT
Q9H4A4,Gene_Name,RNPEP
P23109,Gene_Name,AMPD1
Q01433,Gene_Name,AMPD2
Q01432,Gene_Name,AMPD3
Q07075,Gene_Name,ENPEP
P49418,Gene_Name,AMPH
P28838,Gene_Name,LAP3
P15144,Gene_Name,ANPEP
Q8N6M6,Gene_Name,AOPEP
Q6Q4G3,Gene_Name,LVRN
Q9C0C7,Gene_Name,AMBRA1
P30533,Gene_Name,LRPAP1
Q6UX39,Gene_Name,AMTN
P0DUB6,Gene_Name,AMY1A
P0DTE7,Gene_Name,AMY1B
P0DTE8,Gene_Name,AMY1C
P19961,Gene_Name,AMY2B
P04746,Gene_Name,AMY2A
Q400G9,Gene_Name,AMZ1
Q86W34,Gene_Name,AMZ2
Q8IZ07,Gene_Name,ANKRD13A
Q86YJ7,Gene_Name,ANKRD13B
Q8N6S4,Gene_Name,ANKRD13C
Q6ZTN6,Gene_Name,ANKRD13D
Q8IVF6,Gene_Name,ANKRD18A
A2A2Z9,Gene_Name,ANKRD18B
Q5CZ79,Gene_Name,ANKRD20A8P
Q9BXX3,Gene_Name,ANKRD30A
Q9BXX2,Gene_Name,ANKRD30B
P39687,Gene_Name,ANP32A
Q92688,Gene_Name,ANP32B
O43423,Gene_Name,ANP32CP
O95626,Gene_Name,ANP32D
Q9BTT0,Gene_Name,ANP32E
A6NCL7,Gene_Name,ANKRD33B
Q69YU3,Gene_Name,ANKRD34A
A5PLL1,Gene_Name,ANKRD34B
P0C6C1,Gene_Name,ANKRD34C
A6QL64,Gene_Name,ANKRD36
Q8N2N9,Gene_Name,ANKRD36B
Q5JPF3,Gene_Name,ANKRD36C
P54802,Gene_Name,NAGLU
Q9UJX6,Gene_Name,ANAPC2
Q96K21,Gene_Name,ZFYVE19
P10275,Gene_Name,AR
P16860,Gene_Name,NPPB
P23582,Gene_Name,NPPC
Q9P2R3,Gene_Name,ANKFY1
P01160,Gene_Name,NPPA
Q9UNK9,Gene_Name,ANGEL1
Q5VTE6,Gene_Name,ANGEL2
P03950,Gene_Name,ANG
O95841,Gene_Name,ANGPTL1
Q9UKU9,Gene_Name,ANGPTL2
Q9Y5C1,Gene_Name,ANGPTL3
Q9BY76,Gene_Name,ANGPTL4
